gene_symbol,organism,,p-value,,sample,,change_type,change_evaluation_by,sex,measurement_method,statistical_method,age_units,min_age_of_control,max_age_of_control,min_age_of_experiment,max_age_of_experiment,n_of_control,n_of_experiment,link,FC,logFC,percent_of_change
KLRF1,human,,6.48e-07,,serum,,increased gene expression,protein,both,SomaScan assay,Fishers exact test,Years,55,88,92,114,65,77,10.1111/acel.13290,1.111911359,,11.0
STMN3,human,,6.51e-07,,serum,,decreased gene expression,protein,both,SomaScan assay,Fishers exact test,Years,55,88,92,114,65,77,10.1111/acel.13290,0.847683619,,-15.0
CYR61,human,,6.54e-07,,serum,,decreased gene expression,protein,both,SomaScan assay,Fishers exact test,Years,55,88,92,114,65,77,10.1111/acel.13290,0.57566938,,-42.0
KIR2DL2,human,,6.62e-07,,serum,,increased gene expression,protein,both,SomaScan assay,Fishers exact test,Years,55,88,92,114,65,77,10.1111/acel.13290,1.13505259,,13.0
TMPRSS5,human,,6.72e-07,,serum,,increased gene expression,protein,both,SomaScan assay,Fishers exact test,Years,55,88,92,114,65,77,10.1111/acel.13290,1.137045026,,13.0
PLXDC2,human,,6.75e-07,,serum,,decreased gene expression,protein,both,SomaScan assay,Fishers exact test,Years,55,88,92,114,65,77,10.1111/acel.13290,0.85068262,,-14.0
MUC1,human,,6.83e-07,,serum,,increased gene expression,protein,both,SomaScan assay,Fishers exact test,Years,55,88,92,114,65,77,10.1111/acel.13290,1.330237557,,33.0
SFRP2,human,,6.83e-07,,serum,,increased gene expression,protein,both,SomaScan assay,Fishers exact test,Years,55,88,92,114,65,77,10.1111/acel.13290,1.146973466,,14.0
MAP2K2,human,,6.96e-07,,serum,,decreased gene expression,protein,both,SomaScan assay,Fishers exact test,Years,55,88,92,114,65,77,10.1111/acel.13290,0.751395284,,-24.0
NPC2,human,,7.08e-07,,serum,,decreased gene expression,protein,both,SomaScan assay,Fishers exact test,Years,55,88,92,114,65,77,10.1111/acel.13290,0.857125487,,-14.0
USP21,human,,7.11e-07,,serum,,increased gene expression,protein,both,SomaScan assay,Fishers exact test,Years,55,88,92,114,65,77,10.1111/acel.13290,1.164302864,,16.0
CDC2,human,,7.17e-07,,serum,,increased gene expression,protein,both,SomaScan assay,Fishers exact test,Years,55,88,92,114,65,77,10.1111/acel.13290,1.131351021,,13.0
CCNB1,human,,7.17e-07,,serum,,increased gene expression,protein,both,SomaScan assay,Fishers exact test,Years,55,88,92,114,65,77,10.1111/acel.13290,1.131351021,,13.0
ISM2,human,,7.24e-07,,serum,,decreased gene expression,protein,both,SomaScan assay,Fishers exact test,Years,55,88,92,114,65,77,10.1111/acel.13290,0.768137691,,-23.0
ARFGAP1,human,,7.43e-07,,serum,,increased gene expression,protein,both,SomaScan assay,Fishers exact test,Years,55,88,92,114,65,77,10.1111/acel.13290,1.134883226,,13.0
GTF2I,human,,7.44e-07,,serum,,decreased gene expression,protein,both,SomaScan assay,Fishers exact test,Years,55,88,92,114,65,77,10.1111/acel.13290,0.765768546,,-23.0
APBB3,human,,7.69e-07,,serum,,increased gene expression,protein,both,SomaScan assay,Fishers exact test,Years,55,88,92,114,65,77,10.1111/acel.13290,1.148668422,,14.0
SHISA3,human,,7.72e-07,,serum,,decreased gene expression,protein,both,SomaScan assay,Fishers exact test,Years,55,88,92,114,65,77,10.1111/acel.13290,0.716198553,,-28.0
TNNT2,human,,7.73e-07,,serum,,increased gene expression,protein,both,SomaScan assay,Fishers exact test,Years,55,88,92,114,65,77,10.1111/acel.13290,1.125684789,,12.0
BMP1,human,,7.92e-07,,serum,,increased gene expression,protein,both,SomaScan assay,Fishers exact test,Years,55,88,92,114,65,77,10.1111/acel.13290,1.3196682,,31.0
GDF10,human,,7.95e-07,,serum,,increased gene expression,protein,both,SomaScan assay,Fishers exact test,Years,55,88,92,114,65,77,10.1111/acel.13290,1.11415111,,11.0
RET,human,,8.11e-07,,serum,,increased gene expression,protein,both,SomaScan assay,Fishers exact test,Years,55,88,92,114,65,77,10.1111/acel.13290,1.223305944,,22.0
MVK,human,,8.23e-07,,serum,,increased gene expression,protein,both,SomaScan assay,Fishers exact test,Years,55,88,92,114,65,77,10.1111/acel.13290,1.179127192,,17.0
PFN2,human,,8.24e-07,,serum,,increased gene expression,protein,both,SomaScan assay,Fishers exact test,Years,55,88,92,114,65,77,10.1111/acel.13290,1.126569549,,12.0
FGF20,human,,8.31e-07,,serum,,increased gene expression,protein,both,SomaScan assay,Fishers exact test,Years,55,88,92,114,65,77,10.1111/acel.13290,1.148404808,,14.0
SCP2D1,human,,8.45e-07,,serum,,decreased gene expression,protein,both,SomaScan assay,Fishers exact test,Years,55,88,92,114,65,77,10.1111/acel.13290,0.623001802,,-37.0
TRA2B,human,,8.53e-07,,serum,,decreased gene expression,protein,both,SomaScan assay,Fishers exact test,Years,55,88,92,114,65,77,10.1111/acel.13290,0.705738225,,-29.0
TIRAP,human,,8.59e-07,,serum,,decreased gene expression,protein,both,SomaScan assay,Fishers exact test,Years,55,88,92,114,65,77,10.1111/acel.13290,0.857241645,,-14.0
TPSG1,human,,8.76e-07,,serum,,increased gene expression,protein,both,SomaScan assay,Fishers exact test,Years,55,88,92,114,65,77,10.1111/acel.13290,1.095712492,,9.0
APOL1,human,,8.87e-07,,serum,,increased gene expression,protein,both,SomaScan assay,Fishers exact test,Years,55,88,92,114,65,77,10.1111/acel.13290,1.18437199,,18.0
ITM2A,human,,9.5e-07,,serum,,increased gene expression,protein,both,SomaScan assay,Fishers exact test,Years,55,88,92,114,65,77,10.1111/acel.13290,1.142480012,,14.0
SCMH1,human,,9.93e-07,,serum,,decreased gene expression,protein,both,SomaScan assay,Fishers exact test,Years,55,88,92,114,65,77,10.1111/acel.13290,0.898116689,,-10.0
TMEM190,human,,9.97e-07,,serum,,decreased gene expression,protein,both,SomaScan assay,Fishers exact test,Years,55,88,92,114,65,77,10.1111/acel.13290,0.768896382,,-23.0
GNLY,human,,1.01e-06,,serum,,decreased gene expression,protein,both,SomaScan assay,Fishers exact test,Years,55,88,92,114,65,77,10.1111/acel.13290,0.656345718,,-34.0
CETP,human,,1.07e-06,,serum,,decreased gene expression,protein,both,SomaScan assay,Fishers exact test,Years,55,88,92,114,65,77,10.1111/acel.13290,0.790873276,,-20.0
BATF3,human,,1.23e-06,,serum,,increased gene expression,protein,both,SomaScan assay,Fishers exact test,Years,55,88,92,114,65,77,10.1111/acel.13290,1.070350296,,7.0
A2M,human,,1.24e-06,,serum,,decreased gene expression,protein,both,SomaScan assay,Fishers exact test,Years,55,88,92,114,65,77,10.1111/acel.13290,0.823685383,,-17.0
FAIM3,human,,1.28e-06,,serum,,decreased gene expression,protein,both,SomaScan assay,Fishers exact test,Years,55,88,92,114,65,77,10.1111/acel.13290,0.708398254,,-29.0
GPNMB,human,,1.29e-06,,serum,,decreased gene expression,protein,both,SomaScan assay,Fishers exact test,Years,55,88,92,114,65,77,10.1111/acel.13290,0.829210903,,-17.0
AGT,human,,1.38e-06,,serum,,increased gene expression,protein,both,SomaScan assay,Fishers exact test,Years,55,88,92,114,65,77,10.1111/acel.13290,1.180014306,,18.0
GPHB5,human,,1.41e-06,,serum,,decreased gene expression,protein,both,SomaScan assay,Fishers exact test,Years,55,88,92,114,65,77,10.1111/acel.13290,0.720245473,,-27.0
CRIM1,human,,1.47e-06,,serum,,decreased gene expression,protein,both,SomaScan assay,Fishers exact test,Years,55,88,92,114,65,77,10.1111/acel.13290,0.812582482,,-18.0
ELK3,human,,1.5e-06,,serum,,decreased gene expression,protein,both,SomaScan assay,Fishers exact test,Years,55,88,92,114,65,77,10.1111/acel.13290,0.692142315,,-30.0
B4GALT1,human,,1.53e-06,,serum,,decreased gene expression,protein,both,SomaScan assay,Fishers exact test,Years,55,88,92,114,65,77,10.1111/acel.13290,0.844686365,,-15.0
FSTL5,human,,1.59e-06,,serum,,increased gene expression,protein,both,SomaScan assay,Fishers exact test,Years,55,88,92,114,65,77,10.1111/acel.13290,1.084925554,,8.0
PIWIL1,human,,1.61e-06,,serum,,increased gene expression,protein,both,SomaScan assay,Fishers exact test,Years,55,88,92,114,65,77,10.1111/acel.13290,1.173272244,,17.0
ACOT7,human,,1.62e-06,,serum,,increased gene expression,protein,both,SomaScan assay,Fishers exact test,Years,55,88,92,114,65,77,10.1111/acel.13290,1.130069565,,13.0
PRLH,human,,1.62e-06,,serum,,increased gene expression,protein,both,SomaScan assay,Fishers exact test,Years,55,88,92,114,65,77,10.1111/acel.13290,1.136386131,,13.0
FBLN1,human,,1.63e-06,,serum,,decreased gene expression,protein,both,SomaScan assay,Fishers exact test,Years,55,88,92,114,65,77,10.1111/acel.13290,0.815402178,,-18.0
PDE6D,human,,1.63e-06,,serum,,increased gene expression,protein,both,SomaScan assay,Fishers exact test,Years,55,88,92,114,65,77,10.1111/acel.13290,1.15757925,,15.0
RLBP1,human,,1.64e-06,,serum,,increased gene expression,protein,both,SomaScan assay,Fishers exact test,Years,55,88,92,114,65,77,10.1111/acel.13290,1.110943858,,11.0
STAT3,human,,1.64e-06,,serum,,decreased gene expression,protein,both,SomaScan assay,Fishers exact test,Years,55,88,92,114,65,77,10.1111/acel.13290,0.755076698,,-24.0
EDN3,human,,1.65e-06,,serum,,increased gene expression,protein,both,SomaScan assay,Fishers exact test,Years,55,88,92,114,65,77,10.1111/acel.13290,1.160650982,,16.0
PPIB,human,,1.65e-06,,serum,,increased gene expression,protein,both,SomaScan assay,Fishers exact test,Years,55,88,92,114,65,77,10.1111/acel.13290,1.17765953,,17.0
ARSK,human,,1.66e-06,,serum,,increased gene expression,protein,both,SomaScan assay,Fishers exact test,Years,55,88,92,114,65,77,10.1111/acel.13290,1.095098319,,9.0
BAGE3,human,,1.67e-06,,serum,,increased gene expression,protein,both,SomaScan assay,Fishers exact test,Years,55,88,92,114,65,77,10.1111/acel.13290,1.150568991,,15.0
IFI16,human,,1.67e-06,,serum,,decreased gene expression,protein,both,SomaScan assay,Fishers exact test,Years,55,88,92,114,65,77,10.1111/acel.13290,0.618284705,,-38.0
PAK4,human,,1.67e-06,,serum,,decreased gene expression,protein,both,SomaScan assay,Fishers exact test,Years,55,88,92,114,65,77,10.1111/acel.13290,0.832159295,,-16.0
TMPO,human,,1.7e-06,,serum,,decreased gene expression,protein,both,SomaScan assay,Fishers exact test,Years,55,88,92,114,65,77,10.1111/acel.13290,0.695400648,,-30.0
LILRA5,human,,1.72e-06,,serum,,decreased gene expression,protein,both,SomaScan assay,Fishers exact test,Years,55,88,92,114,65,77,10.1111/acel.13290,0.822340996,,-17.0
LILRB3,human,,1.73e-06,,serum,,increased gene expression,protein,both,SomaScan assay,Fishers exact test,Years,55,88,92,114,65,77,10.1111/acel.13290,1.113914054,,11.0
CHKB,human,,1.74e-06,,serum,,increased gene expression,protein,both,SomaScan assay,Fishers exact test,Years,55,88,92,114,65,77,10.1111/acel.13290,1.256992062,,25.0
CD300E,human,,1.75e-06,,serum,,increased gene expression,protein,both,SomaScan assay,Fishers exact test,Years,55,88,92,114,65,77,10.1111/acel.13290,1.329475084,,32.0
SRSF7,human,,1.76e-06,,serum,,decreased gene expression,protein,both,SomaScan assay,Fishers exact test,Years,55,88,92,114,65,77,10.1111/acel.13290,0.775137402,,-22.0
HAVCR1,human,,1.77e-06,,serum,,decreased gene expression,protein,both,SomaScan assay,Fishers exact test,Years,55,88,92,114,65,77,10.1111/acel.13290,0.791243531,,-20.0
IGFL4,human,,1.79e-06,,serum,,decreased gene expression,protein,both,SomaScan assay,Fishers exact test,Years,55,88,92,114,65,77,10.1111/acel.13290,0.708067529,,-29.0
NMT1,human,,1.79e-06,,serum,,decreased gene expression,protein,both,SomaScan assay,Fishers exact test,Years,55,88,92,114,65,77,10.1111/acel.13290,0.742290626,,-25.0
PRELP,human,,1.79e-06,,serum,,decreased gene expression,protein,both,SomaScan assay,Fishers exact test,Years,55,88,92,114,65,77,10.1111/acel.13290,0.690841373,,-30.0
CFD,human,,1.8e-06,,serum,,decreased gene expression,protein,both,SomaScan assay,Fishers exact test,Years,55,88,92,114,65,77,10.1111/acel.13290,0.836625455,,-16.0
SLC4A8,human,,1.93e-06,,serum,,increased gene expression,protein,both,SomaScan assay,Fishers exact test,Years,55,88,92,114,65,77,10.1111/acel.13290,1.107638506,,10.0
IDE,human,,1.94e-06,,serum,,increased gene expression,protein,both,SomaScan assay,Fishers exact test,Years,55,88,92,114,65,77,10.1111/acel.13290,1.12861526,,12.0
EDF1,human,,1.96e-06,,serum,,increased gene expression,protein,both,SomaScan assay,Fishers exact test,Years,55,88,92,114,65,77,10.1111/acel.13290,1.125628949,,12.0
FNDC4,human,,1.99e-06,,serum,,increased gene expression,protein,both,SomaScan assay,Fishers exact test,Years,55,88,92,114,65,77,10.1111/acel.13290,1.13789014,,13.0
PDCD5,human,,"2,00E-06",,serum,,decreased gene expression,protein,both,SomaScan assay,Fishers exact test,Years,55,88,92,114,65,77,10.1111/acel.13290,0.835168392,,-16.0
PSMB5,human,,2.02e-06,,serum,,increased gene expression,protein,both,SomaScan assay,Fishers exact test,Years,55,88,92,114,65,77,10.1111/acel.13290,1.111748538,,11.0
MAP2K1,human,,2.03e-06,,serum,,decreased gene expression,protein,both,SomaScan assay,Fishers exact test,Years,55,88,92,114,65,77,10.1111/acel.13290,0.832770382,,-16.0
SRXN1,human,,2.03e-06,,serum,,increased gene expression,protein,both,SomaScan assay,Fishers exact test,Years,55,88,92,114,65,77,10.1111/acel.13290,1.154002398,,15.0
KIF16B,human,,2.08e-06,,serum,,increased gene expression,protein,both,SomaScan assay,Fishers exact test,Years,55,88,92,114,65,77,10.1111/acel.13290,1.129075144,,12.0
AK2,human,,2.1e-06,,serum,,decreased gene expression,protein,both,SomaScan assay,Fishers exact test,Years,55,88,92,114,65,77,10.1111/acel.13290,0.729348364,,-27.0
TNFRSF10A,human,,2.11e-06,,serum,,increased gene expression,protein,both,SomaScan assay,Fishers exact test,Years,55,88,92,114,65,77,10.1111/acel.13290,1.126782824,,12.0
CHST12,human,,2.13e-06,,serum,,increased gene expression,protein,both,SomaScan assay,Fishers exact test,Years,55,88,92,114,65,77,10.1111/acel.13290,1.074692003,,7.0
APOL1,human,,2.15e-06,,serum,,increased gene expression,protein,both,SomaScan assay,Fishers exact test,Years,55,88,92,114,65,77,10.1111/acel.13290,1.291224938,,29.0
IRF1,human,,2.17e-06,,serum,,increased gene expression,protein,both,SomaScan assay,Fishers exact test,Years,55,88,92,114,65,77,10.1111/acel.13290,1.097175458,,9.0
PPY,human,,2.19e-06,,serum,,decreased gene expression,protein,both,SomaScan assay,Fishers exact test,Years,55,88,92,114,65,77,10.1111/acel.13290,0.792875264,,-20.0
TXNRD1,human,,2.22e-06,,serum,,decreased gene expression,protein,both,SomaScan assay,Fishers exact test,Years,55,88,92,114,65,77,10.1111/acel.13290,0.763262128,,-23.0
SFTPD,human,,2.24e-06,,serum,,decreased gene expression,protein,both,SomaScan assay,Fishers exact test,Years,55,88,92,114,65,77,10.1111/acel.13290,0.6948945,,-30.0
DDX6,human,,2.28e-06,,serum,,decreased gene expression,protein,both,SomaScan assay,Fishers exact test,Years,55,88,92,114,65,77,10.1111/acel.13290,0.750323336,,-24.0
TLR1,human,,2.28e-06,,serum,,increased gene expression,protein,both,SomaScan assay,Fishers exact test,Years,55,88,92,114,65,77,10.1111/acel.13290,1.138165462,,13.0
TENM2,human,,2.34e-06,,serum,,increased gene expression,protein,both,SomaScan assay,Fishers exact test,Years,55,88,92,114,65,77,10.1111/acel.13290,1.125171493,,12.0
CNGA2,human,,2.36e-06,,serum,,increased gene expression,protein,both,SomaScan assay,Fishers exact test,Years,55,88,92,114,65,77,10.1111/acel.13290,1.113681136,,11.0
PDCL2,human,,2.37e-06,,serum,,increased gene expression,protein,both,SomaScan assay,Fishers exact test,Years,55,88,92,114,65,77,10.1111/acel.13290,1.097483343,,9.0
THBS4,human,,2.41e-06,,serum,,decreased gene expression,protein,both,SomaScan assay,Fishers exact test,Years,55,88,92,114,65,77,10.1111/acel.13290,0.778082611,,-22.0
UBC,human,,2.43e-06,,serum,,increased gene expression,protein,both,SomaScan assay,Fishers exact test,Years,55,88,92,114,65,77,10.1111/acel.13290,1.083539956,,8.0
ENTPD1,human,,2.46e-06,,serum,,increased gene expression,protein,both,SomaScan assay,Fishers exact test,Years,55,88,92,114,65,77,10.1111/acel.13290,1.152333145,,15.0
MGAT4A,human,,2.46e-06,,serum,,increased gene expression,protein,both,SomaScan assay,Fishers exact test,Years,55,88,92,114,65,77,10.1111/acel.13290,1.132889394,,13.0
HHLA2,human,,2.5e-06,,serum,,increased gene expression,protein,both,SomaScan assay,Fishers exact test,Years,55,88,92,114,65,77,10.1111/acel.13290,1.215028366,,21.0
SERPINA6,human,,2.53e-06,,serum,,increased gene expression,protein,both,SomaScan assay,Fishers exact test,Years,55,88,92,114,65,77,10.1111/acel.13290,1.100608193,,10.0
FAS,human,,2.57e-06,,serum,,decreased gene expression,protein,both,SomaScan assay,Fishers exact test,Years,55,88,92,114,65,77,10.1111/acel.13290,0.859119174,,-14.0
RNF219,human,,2.62e-06,,serum,,increased gene expression,protein,both,SomaScan assay,Fishers exact test,Years,55,88,92,114,65,77,10.1111/acel.13290,1.179051074,,17.0
CBL,human,,2.78e-06,,serum,,decreased gene expression,protein,both,SomaScan assay,Fishers exact test,Years,55,88,92,114,65,77,10.1111/acel.13290,0.752665972,,-24.0
PCDHAC2,human,,2.85e-06,,serum,,decreased gene expression,protein,both,SomaScan assay,Fishers exact test,Years,55,88,92,114,65,77,10.1111/acel.13290,0.83388826,,-16.0
STAB2,human,,2.86e-06,,serum,,increased gene expression,protein,both,SomaScan assay,Fishers exact test,Years,55,88,92,114,65,77,10.1111/acel.13290,1.174022128,,17.0
NPPB,human,,2.9e-06,,serum,,increased gene expression,protein,both,SomaScan assay,Fishers exact test,Years,55,88,92,114,65,77,10.1111/acel.13290,1.101862007,,10.0
NFASC,human,,2.92e-06,,serum,,decreased gene expression,protein,both,SomaScan assay,Fishers exact test,Years,55,88,92,114,65,77,10.1111/acel.13290,0.877097722,,-12.0
FBL,human,,2.93e-06,,serum,,increased gene expression,protein,both,SomaScan assay,Fishers exact test,Years,55,88,92,114,65,77,10.1111/acel.13290,1.126109618,,12.0
ERLIN1,human,,2.96e-06,,serum,,increased gene expression,protein,both,SomaScan assay,Fishers exact test,Years,55,88,92,114,65,77,10.1111/acel.13290,1.112648894,,11.0
TNFSF18,human,,3.02e-06,,serum,,increased gene expression,protein,both,SomaScan assay,Fishers exact test,Years,55,88,92,114,65,77,10.1111/acel.13290,1.119074491,,11.0
SIGLEC14,human,,3.04e-06,,serum,,decreased gene expression,protein,both,SomaScan assay,Fishers exact test,Years,55,88,92,114,65,77,10.1111/acel.13290,0.672676869,,-32.0
GOSR1,human,,3.09e-06,,serum,,increased gene expression,protein,both,SomaScan assay,Fishers exact test,Years,55,88,92,114,65,77,10.1111/acel.13290,1.128927307,,12.0
ATP5B,human,,3.13e-06,,serum,,increased gene expression,protein,both,SomaScan assay,Fishers exact test,Years,55,88,92,114,65,77,10.1111/acel.13290,1.243301284,,24.0
PRLR,human,,3.17e-06,,serum,,increased gene expression,protein,both,SomaScan assay,Fishers exact test,Years,55,88,92,114,65,77,10.1111/acel.13290,1.112136206,,11.0
